Id,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,HP,Met_Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar,,,,,,,,,,,,,
311,12450,42,3,2001,38665,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,,,,,,,,,,,,,
312,12950,40,5,2001,38653,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
313,13995,44,1,2001,38461,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,
314,11750,42,3,2001,38078,97,0,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
315,11650,39,6,2001,37782,97,1,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
316,9950,43,2,2001,37576,97,0,0,1400,3,4,5,69,1030,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
317,13950,41,4,2001,37533,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
318,12950,44,1,2001,37389,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,
319,10950,38,7,2001,37320,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
320,9900,42,3,2001,37000,97,1,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
321,11950,44,1,2001,37000,110,0,0,1600,4,4,5,19,1075,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
322,11990,40,5,2001,36566,110,0,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,,,,,,,,,,,,,
323,10750,36,9,2001,36269,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
324,13950,37,8,2001,36074,110,1,1,1600,5,4,5,19,1075,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
325,11250,44,1,2001,36066,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
326,12950,39,6,2001,34599,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
327,11950,41,4,2001,34000,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
328,10950,42,3,2001,33623,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
329,12950,33,12,2001,33591,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
330,12950,35,10,2001,33258,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
331,11695,43,2,2001,33113,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
332,11000,41,4,2001,33000,110,1,1,1600,5,4,6,19,1075,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
333,13950,35,10,2001,32941,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
334,11950,38,7,2001,32781,110,0,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
335,11750,40,5,2001,32532,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
336,12400,34,11,2001,32431,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
337,12500,35,10,2001,32000,110,0,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
339,12900,33,12,2001,31000,110,1,0,1600,5,4,5,19,1075,0,1,6,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,
340,12200,41,4,2001,30989,110,0,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
341,12750,43,2,2001,30742,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
342,11950,42,3,2001,30190,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
343,11900,41,4,2001,29716,116,1,0,1600,5,4,5,85,1075,0,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,
344,11950,44,1,2001,29716,110,1,1,1600,3,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
345,14950,42,3,2001,29640,110,0,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,,,,,,,,,,,,,
346,11950,41,4,2001,29056,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
347,12950,33,12,2001,28715,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
348,14950,41,4,2001,28571,110,0,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
349,13450,40,5,2001,28362,110,1,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,,,,,,,,,,,,,
350,13750,38,7,2001,28150,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
351,12950,43,2,2001,27301,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
352,12750,33,12,2001,27240,110,1,0,1600,5,4,5,85,1075,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
353,11895,39,6,2001,27170,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,
354,9950,42,3,2001,27141,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
355,12450,38,7,2001,26262,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
356,12500,38,7,2001,26000,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
357,14950,43,2,2001,25228,110,1,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,
358,13750,39,6,2001,25062,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,
359,12695,39,6,2001,24723,110,1,1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
360,14990,33,12,2001,24650,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,,,,,,,,,,,,,
361,12750,43,2,2001,24553,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,
362,14350,41,4,2001,24475,110,1,0,1600,5,4,5,69,1030,0,1,12,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
363,12950,39,6,2001,24444,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
364,11500,35,10,2001,24011,97,0,0,1400,3,4,5,69,1025,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
365,11950,41,4,2001,24000,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
366,13450,40,5,2001,23616,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
367,12900,38,7,2001,22865,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
368,10500,41,4,2001,22780,86,1,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,
369,10950,35,10,2001,21904,97,0,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
370,11950,41,4,2001,21651,97,0,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
371,11450,37,8,2001,21500,110,1,0,1600,5,4,5,69,1030,1,0,12,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,
372,13250,44,1,2001,21027,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,
373,10250,39,6,2001,18500,110,0,0,1600,4,4,5,69,1030,0,0,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
374,13995,35,10,2001,18000,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
375,11950,40,5,2001,17051,97,0,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
376,13250,33,12,2001,16512,97,1,0,1400,5,4,5,19,1085,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
377,12950,40,5,2001,16325,110,1,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
378,11750,38,7,2001,16000,97,1,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
379,11500,39,6,2001,12000,110,1,0,1600,5,4,5,85,1075,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
380,13500,43,2,2001,10000,97,1,0,1400,5,4,5,85,1060,0,0,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
381,6500,53,4,2000,216000,69,0,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
382,6400,51,6,2000,198167,69,0,0,1900,4,4,5,185,1095,0,1,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
383,7000,53,4,2000,176000,69,0,0,1900,3,4,5,185,1105,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
384,7750,54,3,2000,174139,72,1,0,2000,4,4,5,185,1100,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,
385,8900,45,12,2000,174000,69,1,0,1900,5,4,5,185,1095,0,0,6,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
386,8500,55,2,2000,150000,110,1,0,1600,3,4,5,72,1075,0,0,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,
387,8950,54,3,2000,149329,72,1,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,,,,,,,,,,,,,
388,9900,51,6,2000,146736,110,1,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,
389,10250,53,4,2000,143513,69,0,0,1900,5,4,5,185,1140,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
390,9250,48,9,2000,142130,110,0,0,1600,5,4,5,197,1119,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
391,7750,48,9,2000,140700,69,1,0,1900,5,4,5,64,1110,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
392,9450,54,3,2000,138394,69,1,0,1900,4,4,5,185,1095,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,
393,7750,55,2,2000,137000,72,1,0,2000,5,4,5,185,1135,0,0,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,
394,8250,52,5,2000,135258,69,1,0,1900,5,4,5,185,1140,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
395,9950,49,8,2000,131364,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
396,4450,56,1,2000,129155,69,0,0,1800,5,4,5,64,1110,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
397,9950,50,7,2000,126110,110,0,0,1600,3,4,5,85,1055,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
398,9000,48,9,2000,119742,110,1,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,,,,,,,,,,,,,
399,9950,53,4,2000,117913,69,1,0,1900,5,4,5,64,1110,0,1,3,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,
400,12450,47,10,2000,117430,90,1,0,2000,3,4,5,210,1165,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,
401,10500,55,2,2000,117175,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
402,10750,54,3,2000,115558,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,,,,
403,8950,53,4,2000,115113,97,1,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
404,10500,54,3,2000,115046,69,1,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
405,5150,56,1,2000,113997,72,1,0,2000,5,4,5,64,1135,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
406,10950,49,8,2000,107859,97,0,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
407,9450,52,5,2000,104805,97,1,0,1400,3,4,5,69,1025,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
408,9950,54,3,2000,103454,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
409,10950,51,6,2000,103018,69,0,0,1900,5,4,5,185,1140,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
410,11900,47,10,2000,102352,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,
411,9950,50,7,2000,102030,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
412,11950,54,3,2000,101352,110,0,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
413,7900,50,7,2000,99865,110,1,0,1600,4,4,5,69,1035,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
414,10950,52,5,2000,99323,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
415,8950,48,9,2000,98100,69,1,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
416,11950,51,6,2000,98040,110,0,0,1600,5,4,5,85,1080,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
417,10900,49,8,2000,97600,110,1,0,1600,3,4,5,69,1045,0,1,6,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,
418,9950,55,2,2000,97234,110,0,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
419,9950,51,6,2000,96135,72,0,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,
420,10950,54,3,2000,96100,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
421,8950,55,2,2000,94401,72,0,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,
422,8950,55,2,2000,94122,86,1,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,,,,,,,,,,,,,
423,10500,49,8,2000,91340,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,
424,8950,53,4,2000,90200,97,0,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,
425,9250,53,4,2000,90097,69,1,0,1900,5,4,5,185,1140,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
426,11500,48,9,2000,89049,97,1,0,1400,5,4,5,85,1060,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
427,9750,52,5,2000,89000,110,0,0,1600,5,4,5,85,1075,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
428,9950,45,12,2000,87274,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
429,11450,49,8,2000,86221,110,0,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
430,12500,54,3,2000,84598,110,0,0,1600,5,4,5,19,1075,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,
431,10500,50,7,2000,83567,110,0,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
432,12950,50,7,2000,83106,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
433,12200,50,7,2000,82805,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
434,10950,50,7,2000,82735,97,1,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
435,10950,54,3,2000,81905,110,1,0,1600,5,4,5,19,1105,0,1,6,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,
436,11290,49,8,2000,80320,110,1,1,1600,3,4,5,85,1070,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
437,10750,49,8,2000,80090,97,1,0,1400,3,4,5,69,1030,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
438,10895,53,4,2000,79800,110,0,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
439,11500,47,10,2000,78785,110,1,0,1600,5,4,5,197,1119,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
440,9750,48,9,2000,78600,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
441,10250,55,2,2000,77780,110,0,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
442,12500,49,8,2000,77648,110,0,0,1600,4,4,5,69,1030,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
443,11950,54,3,2000,77270,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
444,10750,50,7,2000,76167,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
445,11450,46,11,2000,75249,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
446,11950,54,3,2000,75231,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
447,11750,48,9,2000,75045,110,1,0,1600,3,4,6,85,1055,0,0,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,,,,,,,,,,,,,
448,10950,50,7,2000,74849,110,1,1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
449,11950,55,2,2000,74715,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
450,10995,49,8,2000,74656,69,0,0,1900,3,4,5,185,1105,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
451,11450,56,1,2000,74500,97,0,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
452,8900,49,8,2000,74494,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
453,10500,50,7,2000,73634,110,0,0,1587,5,4,5,85,1075,0,0,6,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,
454,11750,47,10,2000,73403,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
455,11450,49,8,2000,73175,97,1,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
456,12000,52,5,2000,73000,110,0,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
457,11950,50,7,2000,72242,110,0,1,1600,3,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
458,9850,53,4,2000,72000,97,1,0,1400,3,4,5,69,1025,0,0,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
459,10950,54,3,2000,71725,110,1,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
460,10950,54,3,2000,71276,110,0,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
461,8695,50,7,2000,70440,69,1,0,1900,3,4,5,185,1105,0,1,6,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
462,10990,53,4,2000,70239,110,0,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
463,9500,55,2,2000,69813,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
464,11950,49,8,2000,69659,86,0,0,1300,3,4,6,69,1025,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,,,,,,,,,,,,,
465,10750,46,11,2000,69574,97,0,0,1400,5,4,5,85,1065,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
466,8750,47,10,2000,69000,69,1,0,1900,5,4,5,185,1140,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
467,8750,49,8,2000,68565,110,1,0,1600,4,4,5,69,1030,0,1,3,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
